"","SamplingDate","Q","f_rain","f_deep","f_top","Q_rain","Q_deep","Q_top"
"1",2018-07-06 17:17:00,0.003010143,0.269623563321724,0.592657693945451,0.137718742732825,0.000811605481767944,0.00178398440882604,0.000414553109406014
"2",2018-07-06 19:39:00,0.002945245,0.0406827388828458,0.498009708816863,0.461307552300291,0.000119820633281007,0.00146676060484432,0.00135866376187467
"3",2018-07-06 21:45:00,0.003318073,0.158264910083608,0.606959071857528,0.234776018058864,0.000525134524995846,0.00201393450843552,0.00077900396656863
"4",2018-07-07 10:20:00,0.003194277,0.0674525692380389,0.555088918819639,0.377458511942322,0.000215462190507975,0.00177310776634044,0.00120570704315159
"5",2018-07-07 11:30:00,0.002817985,0.14118412571221,0.622899569139619,0.235916305148171,0.000397854748495122,0.00175532164234191,0.00066480860916297
"6",2018-07-07 13:30:00,0.005095655,0.0379834523474789,0.229705746571528,0.732310801080993,0.000193550568871693,0.00117050123604594,0.00373160319508237
"7",2018-07-07 15:53:00,0.002817985,0.122388227247981,0.41151297239922,0.466098800352799,0.000344888188561402,0.00115963738352642,0.00131345942791218
"8",2018-07-07 17:35:00,0.003564213,0.139887747390598,0.45100140577441,0.409110846834992,0.000498589727790285,0.00160746507347943,0.00145815819873029
"9",2018-07-07 19:40:00,0.003075891,0.227458486761512,0.55138234953526,0.221159163703228,0.000699637512303354,0.00169599200649436,0.000680261481202285
"10",2018-07-07 21:35:00,0.002755616,0.218811966441693,0.502801033125114,0.278387000433193,0.000602961755718193,0.00138552657169609,0.000767127672585714
"11",2018-07-07 23:50:00,0.00251446,0.230960460763518,0.495296575122143,0.273742964114339,0.000580740840171435,0.00124540342628162,0.000688315733546942
"12",2018-07-08 01:30:00,0.003010143,-0.0229807791265269,0.915214512237951,0.107766266888576,-6.91754314222616e-05,0.00275492655751148,0.000324391873910778
"13",2018-07-08 03:50:00,0.003488449,0.175435142287338,0.742830161723571,0.0817346959890907,0.000611996546677123,0.00259132513483443,0.000285127318488448
"14",2018-07-08 05:30:00,0.002817985,0.0900703070548028,0.739502966057721,0.170426726887476,0.000253816774225828,0.00208390826580617,0.000480259959968003
"15",2018-07-08 07:51:00,0.004034967,-0.399474277493715,0.988134539531508,0.411339737962207,-0.00161186552703598,0.00398709025856983,0.00165974226846615
"16",2018-07-08 09:40:00,0.002881193,0.157530432693344,0.70108432572379,0.141385241582866,0.000453875579963033,0.00201995925168511,0.000407358168351862
"17",2018-07-08 12:00:00,0.002881193,-1.07101936997399,1.37915446471558,0.691864905258415,-0.00308581351163348,0.00397361018965727,0.00199339632197621
"18",2018-07-08 14:01:00,0.002890603,0.149687417369785,0.694728770883726,0.155583811746489,0.000432686897711352,0.00200818506930281,0.000449731032985835
"19",2018-07-08 15:50:00,0.003856304,0.136672591774634,0.641103408767792,0.222223999457574,0.00052705106235089,0.00247228963964487,0.00085696329800424
"20",2018-07-08 17:30:00,0.003278277,0.157513708683655,0.60881730839396,0.233668982922385,0.000516373568362326,0.00199587177930983,0.000766031652327847
