0,1,2,3,4,5,6,7,8,9
0.408708998846155,,,,,,,,,
0.4627842444955888,,,,,,,,,
0.005278342014070269,,,,,,,,,
0.515662845350138,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.5172508204651199,,,,,,,,,
0.5299416680711444,,,,,,,,,
0.5075284768433711,,,,,,,,,
0.5506298649860654,,,,,,,,,
0.5924252953812964,,,,,,,,,
0.5423121109546827,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.47627829575765324,0.5349345262475712,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.4784066857124951,,,,,,,,,
0.1127136212905597,,,,,,,,,
0.5146853086765587,,,,,,,,,
