0,1,2,3,4,5,6,7,8,9
0.17549179979744903,,,,,,,,,
0.00024204308099561302,,,,,,,,,
0.1390500702296803,,,,,,,,,
0.06736982412282694,,,,,,,,,
0.050218717260594896,,,,,,,,,
9.40518543238794e-05,,,,,,,,,
0.13540949200789368,,,,,,,,,
0.144001455243326,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.09692980815213967,,,,,,,,,
2.996967217904315e-05,,,,,,,,,
0.013131093031710343,,,,,,,,,
0.13721038917141054,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.04458435794165613,,,,,,,,,
0.24179030431438167,,,,,,,,,
0.1158022885521061,,,,,,,,,
