0,1,2,3,4,5,6,7,8,9
0.050904971812152776,,,,,,,,,
0.1784339585941697,,,,,,,,,
0.44023024152024715,,,,,,,,,
0.24221196600222605,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.06526522548655075,,,,,,,,,
0.13459053082568873,,,,,,,,,
0.056841097738815904,,,,,,,,,
2.2987056624179658e-05,,,,,,,,,
0.0022131008757611923,,,,,,,,,
0.12097252797613342,,,,,,,,,
0.06489378652737383,,,,,,,,,
0.11968170395972459,,,,,,,,,
0.05553435082294783,,,,,,,,,
0.05909258532862281,,,,,,,,,
0.056952429150839534,,,,,,,,,
0.11328166896200806,,,,,,,,,
