0,1,2,3,4,5,6,7,8,9
0.31891221983898704,,,,,,,,,
0.5058007407827808,,,,,,,,,
0.3523759126105739,,,,,,,,,
0.4862333224491565,,,,,,,,,
0.570486210797142,,,,,,,,,
0.6311128513212944,,,,,,,,,
0.5063256764669799,,,,,,,,,
0.40200132101130537,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.6185263227791776,,,,,,,,,
0.5953754528626212,,,,,,,,,
0.5848812941045126,,,,,,,,,
0.438562447247012,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.5368358916032977,,,,,,,,,
0.30811429865365647,,,,,,,,,
0.4384357600146449,,,,,,,,,
