26.3,7.3,7.0,0.5,0.4,0.4,25.0,25.0,25.0
0.2,5.5,2.0,0.9,1.3,0.7,33.0,33.0,33.0
-2.2,-3.9,3.7,0.6,0.6,0.5,37.0,37.0,37.0
-5.4,-6.1,-4.9,0.3,0.6,0.2,36.0,36.0,36.0
-0.6,-1.0,0.9,2.1,1.1,0.7,257.0,257.0,257.0
